Reader,Trial,Reef,Treatment,Read.number.every.5.min,frame.number,IMG.num,Species,Count,Score,Count.zero,Score.zero,"close.on.reef(0-0.275m, 5)","just.outside.of.small.frame.or.on.top(0.276-0.45m, 4)","within.1m.of.cage.far.from.small.cage.at.cage.frame.for.lg.cage(0.46-1m, 3)","between.1and2m.of.cage(1.1-2m, 2)","beyond2m.of.cage(2.1m+, 1)",not.present(0),total.num.images.for.time.lapse,total.time.min,,minimum number of images = 650,6500,108.3333333,1.805555556
GCJ,2,18,Medium,3,180,12980,MHASE,,,0,0,,,,,,,,,,,,,
GCJ,2,15,High,7,420,44477,MSEPU,,,0,0,,,,,,,,,,,,,
GCJ,2,18,Medium,3,180,12980,PACL,,,0,0,,,,,,,,,,,,,
GCJ,2,15,High,7,420,44477,PANE,,,0,0,,,,,,,,,,,,,
GCJ,2,15,High,8,480,44537,CAPR,,,0,0,,,,,,,,,,,,,
GCJ,2,18,Medium,4,240,13040,FHASE,,,0,0,,,,,,,,,,,,,
GCJ,2,18,Medium,4,240,13040,FSEPU,,,0,0,,,,,,,,,,,,,
GCJ,2,15,High,8,480,44537,HYRU,,,0,0,,,,,,,,,,,,,
GCJ,2,18,Medium,4,240,13040,MHASE,,,0,0,,,,,,,,,,,,,
GCJ,2,15,High,8,480,44537,MSEPU,,,0,0,,,,,,,,,,,,,
GCJ,2,18,Medium,4,240,13040,PACL,1,4,1,4,,,,,,,,,,,,,
GCJ,2,15,High,8,480,44537,PANE,,,0,0,,,,,,,,,,,,,
GCJ,2,15,High,9,540,44597,CAPR,,,0,0,,,,,,,,,,,,,
GCJ,2,18,Medium,5,300,13100,FHASE,,,0,0,,,,,,,,,,,,,
GCJ,2,18,Medium,5,300,13100,FSEPU,,,0,0,,,,,,,,,,,,,
GCJ,2,15,High,9,540,44597,HYRU,,,0,0,,,,,,,,,,,,,
GCJ,2,18,Medium,5,300,13100,MHASE,,,0,0,,,,,,,,,,,,,
GCJ,2,15,High,9,540,44597,MSEPU,,,0,0,,,,,,,,,,,,,
GCJ,2,18,Medium,5,300,13100,PACL,1,4,1,4,,,,,,,,,,,,,
GCJ,2,15,High,9,540,44597,PANE,,,0,0,,,,,,,,,,,,,
GCJ,2,16,Low,1,60,33790,CAPR,,,0,0,,,,,,,317,52.83333333,,,,,
MB,2,1,Medium,1,60,33104,FHASE,,,0,0,,,,,,,,,,,,,
MB,2,1,Medium,1,60,33104,FSEPU,,,0,0,,,,,,,,,,,,,
GCJ,2,16,Low,1,60,33790,HYRU,,,0,0,,,,,,,,,,,,,
MB,2,1,Medium,1,60,33104,MHASE,,,0,0,,,,,,,,,,,,,
GCJ,2,16,Low,1,60,33790,MSEPU,,,0,0,,,,,,,,,,,,,
MB,2,1,Medium,1,60,33104,PACL,,,0,0,,,,,,,,,,,,,
GCJ,2,16,Low,1,60,33790,PANE,,,0,0,,,,,,,,,,,,,
GCJ,2,16,Low,2,120,33850,CAPR,,,0,0,,,,,,,,,,,,,
MB,2,1,Medium,2,120,33164,FHASE,,,0,0,,,,,,,,,,,,,
MB,2,1,Medium,2,120,33164,FSEPU,,,0,0,,,,,,,,,,,,,
GCJ,2,16,Low,2,120,33850,HYRU,,,0,0,,,,,,,,,,,,,
MB,2,1,Medium,2,120,33164,MHASE,1,1,1,1,,,,,,,,,,,,,
GCJ,2,16,Low,2,120,33850,MSEPU,,,0,0,,,,,,,,,,,,,
MB,2,1,Medium,2,120,33164,PACL,,,0,0,,,,,,,,,,,,,
GCJ,2,16,Low,2,120,33850,PANE,,,0,0,,,,,,,,,,,,,
GCJ,2,16,Low,3,180,33910,CAPR,,,0,0,,,,,,,,,,,,,
MB,2,1,Medium,3,180,33224,FHASE,1,2,1,2,,,,,,,,,,,,,
MB,2,1,Medium,3,180,33224,FSEPU,1,4,1,4,,,,,,,,,,,,,
GCJ,2,16,Low,3,180,33910,HYRU,,,0,0,,,,,,,,,,,,,
MB,2,1,Medium,3,180,33224,MHASE,,,0,0,,,,,,,,,,,,,
GCJ,2,16,Low,3,180,33910,MSEPU,,,0,0,,,,,,,,,,,,,
MB,2,1,Medium,3,180,33224,PACL,1,2,1,2,,,,,,,,,,,,,
GCJ,2,16,Low,3,180,33910,PANE,,,0,0,,,,,,,,,,,,,
GCJ,2,16,Low,4,240,33970,CAPR,,,0,0,,,,,,,,,,,,,
MB,2,1,Medium,4,240,33284,FHASE,,,0,0,,,,,,,,,,,,,
MB,2,1,Medium,4,240,33284,FSEPU,,,0,0,,,,,,,,,,,,,
GCJ,2,16,Low,4,240,33970,HYRU,,,0,0,,,,,,,,,,,,,
MB,2,1,Medium,4,240,33284,MHASE,1,1,1,1,,,,,,,,,,,,,
GCJ,2,16,Low,4,240,33970,MSEPU,,,0,0,,,,,,,,,,,,,
MB,2,1,Medium,4,240,33284,PACL,,,0,0,,,,,,,,,,,,,
GCJ,2,16,Low,4,240,33970,PANE,,,0,0,,,,,,,,,,,,,
GCJ,2,16,Low,5,300,34030,CAPR,,,0,0,,,,,,,,,,,,,
MB,2,1,Medium,5,300,33334,FHASE,1,1,1,1,,,,,,,,,,,,,
MB,2,1,Medium,5,300,33334,FSEPU,,,0,0,,,,,,,,,,,,,
GCJ,2,16,Low,5,300,34030,HYRU,,,0,0,,,,,,,,,,,,,
MB,2,1,Medium,5,300,33334,MHASE,,,0,0,,,,,,,,,,,,,
GCJ,2,16,Low,5,300,34030,MSEPU,,,0,0,,,,,,,,,,,,,
MB,2,1,Medium,5,300,33334,PACL,,,0,0,,,,,,,,,,,,,
GCJ,2,16,Low,5,300,34030,PANE,,,0,0,,,,,,,,,,,,,
GCJ,2,17,High,1,60,34255,CAPR,,,0,0,,,,,,,319,53.16666667,,,,,
MB,2,1,Medium,6,360,33404,FHASE,,,0,0,,,,,,,,,,,,,
MB,2,1,Medium,6,360,33404,FSEPU,,,0,0,,,,,,,,,,,,,
GCJ,2,17,High,1,60,34255,HYRU,,,0,0,,,,,,,,,,,,,
MB,2,1,Medium,6,360,33404,MHASE,,,0,0,,,,,,,,,,,,,
GCJ,2,17,High,1,60,34255,MSEPU,,,0,0,,,,,,,,,,,,,
MB,2,1,Medium,6,360,33404,PACL,,,0,0,,,,,,,,,,,,,
GCJ,2,17,High,1,60,34255,PANE,,,0,0,,,,,,,,,,,,,
GCJ,2,17,High,2,120,34315,CAPR,,,0,0,,,,,,,,,,,,,
MB,2,7,Medium,1,60,33865,FHASE,1,2,1,2,,,,,,,,,,,,,
MB,2,7,Medium,1,60,33865,FSEPU,1,3,1,3,,,,,,,,,,,,,
GCJ,2,17,High,2,120,34315,HYRU,,,0,0,,,,,,,,,,,,,
MB,2,7,Medium,1,60,33865,MHASE,,,0,0,,,,,,,,,,,,,
GCJ,2,17,High,2,120,34315,MSEPU,,,0,0,,,,,,,,,,,,,
MB,2,7,Medium,1,60,33865,PACL,,,0,0,,,,,,,,,,,,,
GCJ,2,17,High,2,120,34315,PANE,,,0,0,,,,,,,,,,,,,
GCJ,2,17,High,3,180,34375,CAPR,,,0,0,,,,,,,,,,,,,
MB,2,7,Medium,2,120,33925,FHASE,1,2,1,2,,,,,,,,,,,,,
MB,2,7,Medium,2,120,33925,FSEPU,,,0,0,,,,,,,,,,,,,
GCJ,2,17,High,3,180,34375,HYRU,,,0,0,,,,,,,,,,,,,
MB,2,7,Medium,2,120,33925,MHASE,,,0,0,,,,,,,,,,,,,
GCJ,2,17,High,3,180,34375,MSEPU,,,0,0,,,,,,,,,,,,,
MB,2,7,Medium,2,120,33925,PACL,,,0,0,,,,,,,,,,,,,
GCJ,2,17,High,3,180,34375,PANE,,,0,0,,,,,,,,,,,,,
GCJ,2,17,High,4,240,34435,CAPR,,,0,0,,,,,,,,,,,,,
MB,2,7,Medium,3,180,33985,FHASE,2,2,2,2,,,,,,,,,,,,,
MB,2,7,Medium,3,180,33985,FSEPU,,,0,0,,,,,,,,,,,,,
GCJ,2,17,High,4,240,34435,HYRU,,,0,0,,,,,,,,,,,,,
MB,2,7,Medium,3,180,33985,MHASE,,,0,0,,,,,,,,,,,,,
GCJ,2,17,High,4,240,34435,MSEPU,,,0,0,,,,,,,,,,,,,
MB,2,7,Medium,3,180,33985,PACL,,,0,0,,,,,,,,,,,,,
GCJ,2,17,High,4,240,34435,PANE,,,0,0,,,,,,,,,,,,,
GCJ,2,17,High,5,300,34495,CAPR,,,0,0,,,,,,,,,,,,,
MB,2,7,Medium,4,240,34045,FHASE,,,0,0,,,,,,,,,,,,,
MB,2,7,Medium,4,240,34045,FSEPU,,,0,0,,,,,,,,,,,,,
GCJ,2,17,High,5,300,34495,HYRU,,,0,0,,,,,,,,,,,,,
MB,2,7,Medium,4,240,34045,MHASE,,,0,0,,,,,,,,,,,,,
GCJ,2,17,High,5,300,34495,MSEPU,,,0,0,,,,,,,,,,,,,
MB,2,7,Medium,4,240,34045,PACL,,,0,0,,,,,,,,,,,,,
GCJ,2,17,High,5,300,34495,PANE,,,0,0,,,,,,,,,,,,,
GCJ,2,18,Medium,1,60,12860,CAPR,,,0,0,,,,,,,322,53.66666667,,,,,
MB,2,7,Medium,5,300,34105,FHASE,1,2,1,2,,,,,,,,,,,,,
MB,2,7,Medium,5,300,34105,FSEPU,,,0,0,,,,,,,,,,,,,
GCJ,2,18,Medium,1,60,12860,HYRU,,,0,0,,,,,,,,,,,,,
MB,2,7,Medium,5,300,34105,MHASE,,,0,0,,,,,,,,,,,,,
GCJ,2,18,Medium,1,60,12860,MSEPU,,,0,0,,,,,,,,,,,,,
MB,2,7,Medium,5,300,34105,PACL,,,0,0,,,,,,,,,,,,,
GCJ,2,18,Medium,1,60,12860,PANE,,,0,0,,,,,,,,,,,,,
GCJ,2,18,Medium,2,120,12920,CAPR,,,0,0,,,,,,,,,,,,,
MB,2,7,Medium,6,360,34165,FHASE,,,0,0,,,,,,,,,,,,,
MB,2,7,Medium,6,360,34165,FSEPU,1,2,1,2,,,,,,,,,,,,,
GCJ,2,18,Medium,2,120,12920,HYRU,,,0,0,,,,,,,,,,,,,
MB,2,7,Medium,6,360,34165,MHASE,,,0,0,,,,,,,,,,,,,
GCJ,2,18,Medium,2,120,12920,MSEPU,,,0,0,,,,,,,,,,,,,
MB,2,7,Medium,6,360,34165,PACL,,,0,0,,,,,,,,,,,,,
GCJ,2,18,Medium,2,120,12920,PANE,,,0,0,,,,,,,,,,,,,
GCJ,2,18,Medium,3,180,12980,CAPR,,,0,0,,,,,,,,,,,,,
MB,2,8,Low,1,60,33532,FHASE,,,0,0,,,,,,,,,,,,,
MB,2,8,Low,1,60,33532,FSEPU,,,0,0,,,,,,,,,,,,,
GCJ,2,18,Medium,3,180,12980,HYRU,,,0,0,,,,,,,,,,,,,
MB,2,8,Low,1,60,33532,MHASE,,,0,0,,,,,,,,,,,,,
GCJ,2,18,Medium,3,180,12980,MSEPU,,,0,0,,,,,,,,,,,,,
MB,2,8,Low,1,60,33532,PACL,,,0,0,,,,,,,,,,,,,
GCJ,2,18,Medium,3,180,12980,PANE,,,0,0,,,,,,,,,,,,,
GCJ,2,18,Medium,4,240,13040,CAPR,,,0,0,,,,,,,,,,,,,
MB,2,8,Low,2,120,33592,FHASE,,,0,0,,,,,,,,,,,,,
MB,2,8,Low,2,120,33592,FSEPU,,,0,0,,,,,,,,,,,,,
GCJ,2,18,Medium,4,240,13040,HYRU,,,0,0,,,,,,,,,,,,,
MB,2,8,Low,2,120,33592,MHASE,,,0,0,,,,,,,,,,,,,
GCJ,2,18,Medium,4,240,13040,MSEPU,,,0,0,,,,,,,,,,,,,
MB,2,8,Low,2,120,33592,PACL,,,0,0,,,,,,,,,,,,,
GCJ,2,18,Medium,4,240,13040,PANE,,,0,0,,,,,,,,,,,,,
GCJ,2,18,Medium,5,300,13100,CAPR,,,0,0,,,,,,,,,,,,,
MB,2,8,Low,3,180,33652,FHASE,,,0,0,,,,,,,,,,,,,
MB,2,8,Low,3,180,33652,FSEPU,,,0,0,,,,,,,,,,,,,
GCJ,2,18,Medium,5,300,13100,HYRU,,,0,0,,,,,,,,,,,,,
MB,2,8,Low,3,180,33652,MHASE,,,0,0,,,,,,,,,,,,,
GCJ,2,18,Medium,5,300,13100,MSEPU,,,0,0,,,,,,,,,,,,,
MB,2,8,Low,3,180,33652,PACL,,,0,0,,,,,,,,,,,,,
GCJ,2,18,Medium,5,300,13100,PANE,,,0,0,,,,,,,,,,,,,
GCJ,1,1,Low,1,60,22521,CAPR,,,0,0,,,,,,,160,26.66666667,,,,,
MB,2,8,Low,4,240,33712,FHASE,,,0,0,,,,,,,,,,,,,
MB,2,8,Low,4,240,33712,FSEPU,,,0,0,,,,,,,,,,,,,
GCJ,1,1,Low,1,60,22521,HYRU,,,0,0,,,,,,,,,,,,,
MB,2,8,Low,4,240,33712,MHASE,,,0,0,,,,,,,,,,,,,
GCJ,1,1,Low,1,60,22521,MSEPU,,,0,0,,,,,,,,,,,,,
MB,2,8,Low,4,240,33712,PACL,1,1,1,1,,,,,,,,,,,,,
GCJ,1,1,Low,1,60,22521,PANE,,,0,0,,,,,,,,,,,,,
GCJ,1,1,Low,2,120,22581,CAPR,,,0,0,,,,,,,,,,,,,
MB,2,8,Low,5,300,33772,FHASE,,,0,0,,,,,,,,,,,,,
MB,2,8,Low,5,300,33772,FSEPU,,,0,0,,,,,,,,,,,,,
GCJ,1,1,Low,2,120,22581,HYRU,,,0,0,,,,,,,,,,,,,
MB,2,8,Low,5,300,33772,MHASE,,,0,0,,,,,,,,,,,,,
GCJ,1,1,Low,2,120,22581,MSEPU,,,0,0,,,,,,,,,,,,,
MB,2,8,Low,5,300,33772,PACL,,,0,0,,,,,,,,,,,,,
GCJ,1,1,Low,2,120,22581,PANE,,,0,0,,,,,,,,,,,,,
GCJ,1,2,Medium,1,60,21385,CAPR,,,0,0,,,,,,,163,27.16666667,,,,,
MB,2,8,Low,6,360,33832,FHASE,,,0,0,,,,,,,,,,,,,
MB,2,8,Low,6,360,33832,FSEPU,,,0,0,,,,,,,,,,,,,
GCJ,1,2,Medium,1,60,21385,HYRU,,,0,0,,,,,,,,,,,,,
MB,2,8,Low,6,360,33832,MHASE,,,0,0,,,,,,,,,,,,,
GCJ,1,2,Medium,1,60,21385,MSEPU,,,0,0,,,,,,,,,,,,,
MB,2,8,Low,6,360,33832,PACL,,,0,0,,,,,,,,,,,,,
GCJ,1,2,Medium,1,60,21385,PANE,,,0,0,,,,,,,,,,,,,
GCJ,1,2,Medium,2,120,21445,CAPR,,,0,0,,,,,,,,,,,,,
MB,2,9,High,1,60,23017,FHASE,,,0,0,,,,,,,,,,,,,
MB,2,9,High,1,60,23017,FSEPU,,,0,0,,,,,,,,,,,,,
GCJ,1,2,Medium,2,120,21445,HYRU,,,0,0,,,,,,,,,,,,,
MB,2,9,High,1,60,23017,MHASE,,,0,0,,,,,,,,,,,,,
GCJ,1,2,Medium,2,120,21445,MSEPU,,,0,0,,,,,,,,,,,,,
MB,2,9,High,1,60,23017,PACL,,,0,0,,,,,,,,,,,,,
GCJ,1,2,Medium,2,120,21445,PANE,,,0,0,,,,,,,,,,,,,
GCJ,1,3,Low,1,60,20793,CAPR,,,0,0,,,,,,,171,28.5,,,,,
MB,2,9,High,2,120,23077,FHASE,,,0,0,,,,,,,,,,,,,
MB,2,9,High,2,120,23077,FSEPU,,,0,0,,,,,,,,,,,,,
GCJ,1,3,Low,1,60,20793,HYRU,,,0,0,,,,,,,,,,,,,
MB,2,9,High,2,120,23077,MHASE,,,0,0,,,,,,,,,,,,,
GCJ,1,3,Low,1,60,20793,MSEPU,,,0,0,,,,,,,,,,,,,
MB,2,9,High,2,120,23077,PACL,,,0,0,,,,,,,,,,,,,
GCJ,1,3,Low,1,60,20793,PANE,,,0,0,,,,,,,,,,,,,
GCJ,1,3,Low,2,120,20853,CAPR,,,0,0,,,,,,,,,,,,,
MB,2,9,High,3,180,23137,FHASE,,,0,0,,,,,,,,,,,,,
MB,2,9,High,3,180,23137,FSEPU,,,0,0,,,,,,,,,,,,,
GCJ,1,3,Low,2,120,20853,HYRU,1,3,1,3,,,,,,,,,,,,,
MB,2,9,High,3,180,23137,MHASE,,,0,0,,,,,,,,,,,,,
GCJ,1,3,Low,2,120,20853,MSEPU,,,0,0,,,,,,,,,,,,,
MB,2,9,High,3,180,23137,PACL,,,0,0,,,,,,,,,,,,,
GCJ,1,3,Low,2,120,20853,PANE,,,0,0,,,,,,,,,,,,,
GCJ,1,4,High,1,60,10628,CAPR,,,0,0,,,,,,,165,27.5,,,,,
MB,2,9,High,4,240,23197,FHASE,,,0,0,,,,,,,,,,,,,
MB,2,9,High,4,240,23197,FSEPU,,,0,0,,,,,,,,,,,,,
GCJ,1,4,High,1,60,10628,HYRU,,,0,0,,,,,,,,,,,,,
MB,2,9,High,4,240,23197,MHASE,,,0,0,,,,,,,,,,,,,
GCJ,1,4,High,1,60,10628,MSEPU,,,0,0,,,,,,,,,,,,,
MB,2,9,High,4,240,23197,PACL,,,0,0,,,,,,,,,,,,,
GCJ,1,4,High,1,60,10628,PANE,,,0,0,,,,,,,,,,,,,
GCJ,1,4,High,2,120,10688,CAPR,,,0,0,,,,,,,,,,,,,
MB,2,9,High,5,300,23257,FHASE,,,0,0,,,,,,,,,,,,,
MB,2,9,High,5,300,23257,FSEPU,,,0,0,,,,,,,,,,,,,
GCJ,1,4,High,2,120,10688,HYRU,,,0,0,,,,,,,,,,,,,
MB,2,9,High,5,300,23257,MHASE,,,0,0,,,,,,,,,,,,,
GCJ,1,4,High,2,120,10688,MSEPU,,,0,0,,,,,,,,,,,,,
MB,2,9,High,5,300,23257,PACL,,,0,0,,,,,,,,,,,,,
GCJ,1,4,High,2,120,10688,PANE,,,0,0,,,,,,,,,,,,,
GCJ,1,5,Medium,1,60,11217,CAPR,,,0,0,,,,,,,166,27.66666667,,,,,
MB,2,9,High,6,360,23317,FHASE,,,0,0,,,,,,,,,,,,,
MB,2,9,High,6,360,23317,FSEPU,,,0,0,,,,,,,,,,,,,
GCJ,1,5,Medium,1,60,11217,HYRU,,,0,0,,,,,,,,,,,,,
MB,2,9,High,6,360,23317,MHASE,,,0,0,,,,,,,,,,,,,
GCJ,1,5,Medium,1,60,11217,MSEPU,,,0,0,,,,,,,,,,,,,
MB,2,9,High,6,360,23317,PACL,,,0,0,,,,,,,,,,,,,
GCJ,1,5,Medium,1,60,11217,PANE,,,0,0,,,,,,,,,,,,,
GCJ,1,5,Medium,2,120,11277,CAPR,,,0,0,,,,,,,,,,,,,
MB,2,9,High,7,420,23377,FHASE,,,0,0,,,,,,,,,,,,,
MB,2,9,High,7,420,23377,FSEPU,,,0,0,,,,,,,,,,,,,
GCJ,1,5,Medium,2,120,11277,HYRU,,,0,0,,,,,,,,,,,,,
MB,2,9,High,7,420,23377,MHASE,,,0,0,,,,,,,,,,,,,
GCJ,1,5,Medium,2,120,11277,MSEPU,,,0,0,,,,,,,,,,,,,
MB,2,9,High,7,420,23377,PACL,,,0,0,,,,,,,,,,,,,
GCJ,1,5,Medium,2,120,11277,PANE,,,0,0,,,,,,,,,,,,,
GCJ,1,6,High,1,60,12383,CAPR,,,0,0,,,,,,,138,23,,,,,
MB,2,9,High,8,480,23437,FHASE,,,0,0,,,,,,,,,,,,,
MB,2,9,High,8,480,23437,FSEPU,,,0,0,,,,,,,,,,,,,
GCJ,1,6,High,1,60,12383,HYRU,,,0,0,,,,,,,,,,,,,
MB,2,9,High,8,480,23437,MHASE,,,0,0,,,,,,,,,,,,,
GCJ,1,6,High,1,60,12383,MSEPU,,,0,0,,,,,,,,,,,,,
MB,2,9,High,8,480,23437,PACL,,,0,0,,,,,,,,,,,,,
GCJ,1,6,High,1,60,12383,PANE,,,0,0,,,,,,,,,,,,,
GCJ,1,6,High,2,120,12443,CAPR,,,0,0,,,,,,,,,,,,,
MB,2,10,Low,1,60,22321,FHASE,,,0,0,,,,,,,,,,,,,
MB,2,10,Low,1,60,22321,FSEPU,,,0,0,,,,,,,,,,,,,
GCJ,1,6,High,2,120,12443,HYRU,,,0,0,,,,,,,,,,,,,
MB,2,10,Low,1,60,22321,MHASE,,,0,0,,,,,,,,,,,,,
GCJ,1,6,High,2,120,12443,MSEPU,,,0,0,,,,,,,,,,,,,
MB,2,10,Low,1,60,22321,PACL,,,0,0,,,,,,,,,,,,,
GCJ,1,6,High,2,120,12443,PANE,,,0,0,,,,,,,,,,,,,
GCJ,1,7,Medium,1,60,50557,CAPR,,,0,0,,,,,,,260,43.33333333,,,,,
MB,2,10,Low,2,120,22381,FHASE,1,1,1,1,,,,,,,,,,,,,
MB,2,10,Low,2,120,22381,FSEPU,,,0,0,,,,,,,,,,,,,
GCJ,1,7,Medium,1,60,50557,HYRU,,,0,0,,,,,,,,,,,,,
MB,2,10,Low,2,120,22381,MHASE,1,1,1,1,,,,,,,,,,,,,
GCJ,1,7,Medium,1,60,50557,MSEPU,,,0,0,,,,,,,,,,,,,
MB,2,10,Low,2,120,22381,PACL,,,0,0,,,,,,,,,,,,,
GCJ,1,7,Medium,1,60,50557,PANE,,,0,0,,,,,,,,,,,,,
GCJ,1,7,Medium,2,120,50617,CAPR,,,0,0,,,,,,,,,,,,,
MB,2,10,Low,3,180,22441,FHASE,1,2,1,2,,,,,,,,,,,,,
MB,2,10,Low,3,180,22441,FSEPU,,,0,0,,,,,,,,,,,,,
GCJ,1,7,Medium,2,120,50617,HYRU,,,0,0,,,,,,,,,,,,,
MB,2,10,Low,3,180,22441,MHASE,,,0,0,,,,,,,,,,,,,
GCJ,1,7,Medium,2,120,50617,MSEPU,,,0,0,,,,,,,,,,,,,
MB,2,10,Low,3,180,22441,PACL,,,0,0,,,,,,,,,,,,,
GCJ,1,7,Medium,2,120,50617,PANE,,,0,0,,,,,,,,,,,,,
GCJ,1,7,Medium,3,180,50677,CAPR,,,0,0,,,,,,,,,,,,,
MB,2,10,Low,4,240,22501,FHASE,,,0,0,,,,,,,,,,,,,
MB,2,10,Low,4,240,22501,FSEPU,,,0,0,,,,,,,,,,,,,
GCJ,1,7,Medium,3,180,50677,HYRU,,,0,0,,,,,,,,,,,,,
MB,2,10,Low,4,240,22501,MHASE,,,0,0,,,,,,,,,,,,,
GCJ,1,7,Medium,3,180,50677,MSEPU,,,0,0,,,,,,,,,,,,,
MB,2,10,Low,4,240,22501,PACL,,,0,0,,,,,,,,,,,,,
GCJ,1,7,Medium,3,180,50677,PANE,,,0,0,,,,,,,,,,,,,
GCJ,1,7,Medium,4,240,50737,CAPR,,,0,0,,,,,,,,,,,,,
MB,2,10,Low,5,300,22561,FHASE,,,0,0,,,,,,,,,,,,,
MB,2,10,Low,5,300,22561,FSEPU,1,2,1,2,,,,,,,,,,,,,
GCJ,1,7,Medium,4,240,50737,HYRU,,,0,0,,,,,,,,,,,,,
MB,2,10,Low,5,300,22561,MHASE,,,0,0,,,,,,,,,,,,,
GCJ,1,7,Medium,4,240,50737,MSEPU,,,0,0,,,,,,,,,,,,,
MB,2,10,Low,5,300,22561,PACL,,,0,0,,,,,,,,,,,,,
GCJ,1,7,Medium,4,240,50737,PANE,,,0,0,,,,,,,,,,,,,
GCJ,1,8,Low,1,60,11956,CAPR,,,0,0,,,,,,,233,38.83333333,,,,,
MB,2,10,Low,6,360,22621,FHASE,,,0,0,,,,,,,,,,,,,
MB,2,10,Low,6,360,22621,FSEPU,,,0,0,,,,,,,,,,,,,
GCJ,1,8,Low,1,60,11956,HYRU,,,0,0,,,,,,,,,,,,,
MB,2,10,Low,6,360,22621,MHASE,,,0,0,,,,,,,,,,,,,
GCJ,1,8,Low,1,60,11956,MSEPU,,,0,0,,,,,,,,,,,,,
MB,2,10,Low,6,360,22621,PACL,,,0,0,,,,,,,,,,,,,
GCJ,1,8,Low,1,60,11956,PANE,,,0,0,,,,,,,,,,,,,
GCJ,1,8,Low,2,120,12016,CAPR,,,0,0,,,,,,,,,,,,,
MB,2,10,Low,7,420,22681,FHASE,,,0,0,,,,,,,,,,,,,
MB,2,10,Low,7,420,22681,FSEPU,,,0,0,,,,,,,,,,,,,
GCJ,1,8,Low,2,120,12016,HYRU,,,0,0,,,,,,,,,,,,,
MB,2,10,Low,7,420,22681,MHASE,,,0,0,,,,,,,,,,,,,
GCJ,1,8,Low,2,120,12016,MSEPU,,,0,0,,,,,,,,,,,,,
MB,2,10,Low,7,420,22681,PACL,,,0,0,,,,,,,,,,,,,
GCJ,1,8,Low,2,120,12016,PANE,,,0,0,,,,,,,,,,,,,
GCJ,1,8,Low,3,180,12076,CAPR,,,0,0,,,,,,,,,,,,,
MB,2,10,Low,8,480,22741,FHASE,,,0,0,,,,,,,,,,,,,
MB,2,10,Low,8,480,22741,FSEPU,,,0,0,,,,,,,,,,,,,
GCJ,1,8,Low,3,180,12076,HYRU,,,0,0,,,,,,,,,,,,,
MB,2,10,Low,8,480,22741,MHASE,,,0,0,,,,,,,,,,,,,
GCJ,1,8,Low,3,180,12076,MSEPU,,,0,0,,,,,,,,,,,,,
MB,2,10,Low,8,480,22741,PACL,1,1,1,1,,,,,,,,,,,,,
GCJ,1,8,Low,3,180,12076,PANE,,,0,0,,,,,,,,,,,,,
GCJ,1,9,High,1,60,22189,CAPR,,,0,0,,,,,,,190,31.66666667,,,,,
MB,2,11,High,1,60,12045,FHASE,,,0,0,,,,,,,,,,,,,
MB,2,11,High,1,60,12045,FSEPU,,,0,0,,,,,,,,,,,,,
GCJ,1,9,High,1,60,22189,HYRU,,,0,0,,,,,,,,,,,,,
MB,2,11,High,1,60,12045,MHASE,,,0,0,,,,,,,,,,,,,
GCJ,1,9,High,1,60,22189,MSEPU,,,0,0,,,,,,,,,,,,,
MB,2,11,High,1,60,12045,PACL,,,0,0,,,,,,,,,,,,,
GCJ,1,9,High,1,60,22189,PANE,,,0,0,,,,,,,,,,,,,
GCJ,1,9,High,2,120,22249,CAPR,,,0,0,,,,,,,,,,,,,
MB,2,11,High,2,120,12105,FHASE,,,0,0,,,,,,,,,,,,,
MB,2,11,High,2,120,12105,FSEPU,,,0,0,,,,,,,,,,,,,
GCJ,1,9,High,2,120,22249,HYRU,,,0,0,,,,,,,,,,,,,
MB,2,11,High,2,120,12105,MHASE,1,3,1,3,,,,,,,,,,,,,
GCJ,1,9,High,2,120,22249,MSEPU,,,0,0,,,,,,,,,,,,,
MB,2,11,High,2,120,12105,PACL,,,0,0,,,,,,,,,,,,,
GCJ,1,9,High,2,120,22249,PANE,,,0,0,,,,,,,,,,,,,
GCJ,1,9,High,3,180,22309,CAPR,,,0,0,,,,,,,,,,,,,
MB,2,11,High,3,180,12165,FHASE,,,0,0,,,,,,,,,,,,,
MB,2,11,High,3,180,12165,FSEPU,,,0,0,,,,,,,,,,,,,
GCJ,1,9,High,3,180,22309,HYRU,,,0,0,,,,,,,,,,,,,
MB,2,11,High,3,180,12165,MHASE,,,0,0,,,,,,,,,,,,,
GCJ,1,9,High,3,180,22309,MSEPU,,,0,0,,,,,,,,,,,,,
MB,2,11,High,3,180,12165,PACL,,,0,0,,,,,,,,,,,,,
GCJ,1,9,High,3,180,22309,PANE,,,0,0,,,,,,,,,,,,,
GCJ,1,10,Low,1,60,60809,CAPR,,,0,0,,,,,,,188,31.33333333,,,,,
MB,2,11,High,4,240,12225,FHASE,2,4,2,4,,,,,,,,,,,,,
MB,2,11,High,4,240,12225,FSEPU,,,0,0,,,,,,,,,,,,,
GCJ,1,10,Low,1,60,60809,HYRU,,,0,0,,,,,,,,,,,,,
MB,2,11,High,4,240,12225,MHASE,,,0,0,,,,,,,,,,,,,
GCJ,1,10,Low,1,60,60809,MSEPU,,,0,0,,,,,,,,,,,,,
MB,2,11,High,4,240,12225,PACL,,,0,0,,,,,,,,,,,,,
GCJ,1,10,Low,1,60,60809,PANE,,,0,0,,,,,,,,,,,,,
