Trial,Reef,Treatment,Species,count.prop,prop.threat,,,
6,17,High,MHASE,0,0,,,
5,17,Low,MHASE,0,0,,,
4,17,Medium,MHASE,0,0,,,
6,17,High,MHASE,0,0,,,
5,17,Low,MHASE,0,0,,,
4,17,Medium,MHASE,0,0,,,
6,17,High,MHASE,0,0,,,
5,17,Low,MHASE,0,0,,,
4,17,Medium,MHASE,0,0,,,
6,17,High,MHASE,0,0,,,
5,17,Low,MHASE,0,0,,,
4,17,Medium,MHASE,0,0,,,
6,17,High,MHASE,0,0,,,
5,17,Low,MHASE,0,0,,,
4,17,Medium,MHASE,0,0,,,
6,17,High,MHASE,0,0,,,
5,17,Low,MHASE,0,0,,,
4,17,Medium,MHASE,0,0,,,
6,17,High,MHASE,0,0,,,
5,17,Low,MHASE,0,0,,,
6,17,High,MHASE,0,0,,,
5,17,Low,MHASE,0,0,,,
6,17,High,MHASE,0,0,,,
5,17,Low,MHASE,0,0,,,
5,17,Low,MHASE,0,0,,,
5,17,Low,MHASE,0,0,,,
5,17,Low,MHASE,0,0,,,
6,17,High,PACL,1,1,,,
6,17,High,PACL,0,0,,,
5,17,Low,PACL,0,0,,,
4,17,Medium,PACL,0,0,,,
6,17,High,PACL,0,0,,,
5,17,Low,PACL,0,0,,,
4,17,Medium,PACL,0,0,,,
6,17,High,PACL,0,0,,,
5,17,Low,PACL,0,0,,,
4,17,Medium,PACL,0,0,,,
6,17,High,PACL,0,0,,,
5,17,Low,PACL,0,0,,,
4,17,Medium,PACL,0,0,,,
6,17,High,PACL,0,0,,,
5,17,Low,PACL,0,0,,,
4,17,Medium,PACL,0,0,,,
5,17,Low,PACL,0,0,,,
4,17,Medium,PACL,0,0,,,
6,17,High,PACL,0,0,,,
5,17,Low,PACL,0,0,,,
4,17,Medium,PACL,0,0,,,
6,17,High,PACL,0,0,,,
5,17,Low,PACL,0,0,,,
6,17,High,PACL,0,0,,,
5,17,Low,PACL,0,0,,,
6,17,High,PACL,0,0,,,
5,17,Low,PACL,0,0,,,
5,17,Low,PACL,0,0,,,
5,17,Low,PACL,0,0,,,
5,17,Low,PACL,0,0,,,
4,18,High,FHASE,1,1,,,
4,18,High,FHASE,1,0,,,
4,18,High,FHASE,1,0,,,
4,18,High,FHASE,1,0,,,
4,18,High,FHASE,0,0,,,
4,18,High,FHASE,0,0,,,
4,18,High,FHASE,0,0,,,
4,18,High,FHASE,0,0,,,
4,18,High,FHASE,0,0,,,
4,18,High,FHASE,0,0,,,
4,18,High,FHASE,0,0,,,
4,18,High,FHASE,0,0,,,
4,18,High,FHASE,0,0,,,
4,18,High,FHASE,0,0,,,
4,18,High,FHASE,0,0,,,
4,18,High,FHASE,0,0,,,
4,18,High,FHASE,0,0,,,
4,18,High,FHASE,0,0,,,
4,18,High,FHASE,0,0,,,
4,18,High,FHASE,0,0,,,
4,18,High,FHASE,0,0,,,
4,18,High,FHASE,0,0,,,
4,18,High,FHASE,0,0,,,
4,18,High,FHASE,0,0,,,
4,18,High,FHASE,0,0,,,
4,18,High,FHASE,0,0,,,
4,18,High,FHASE,0,0,,,
4,18,High,FHASE,0,0,,,
4,18,High,FHASE,0,0,,,
4,18,High,FHASE,0,0,,,
4,18,High,FSEPU,1,1,,,
4,18,High,FSEPU,1,0,,,
4,18,High,FSEPU,1,0,,,
4,18,High,FSEPU,1,0,,,
4,18,High,FSEPU,0,0,,,
4,18,High,FSEPU,0,0,,,
4,18,High,FSEPU,0,0,,,
4,18,High,FSEPU,0,0,,,
4,18,High,FSEPU,0,0,,,
4,18,High,FSEPU,0,0,,,
4,18,High,FSEPU,0,0,,,
4,18,High,FSEPU,0,0,,,
4,18,High,FSEPU,0,0,,,
4,18,High,FSEPU,0,0,,,
4,18,High,FSEPU,0,0,,,
4,18,High,FSEPU,0,0,,,
4,18,High,FSEPU,0,0,,,
4,18,High,FSEPU,0,0,,,
4,18,High,FSEPU,0,0,,,
4,18,High,FSEPU,0,0,,,
4,18,High,FSEPU,0,0,,,
4,18,High,FSEPU,0,0,,,
4,18,High,FSEPU,0,0,,,
4,18,High,FSEPU,0,0,,,
4,18,High,FSEPU,0,0,,,
4,18,High,FSEPU,0,0,,,
4,18,High,FSEPU,0,0,,,
4,18,High,FSEPU,0,0,,,
4,18,High,FSEPU,0,0,,,
4,18,High,FSEPU,0,0,,,
4,18,High,MHASE,1,0,,,
4,18,High,MHASE,1,0,,,
4,18,High,MHASE,1,0,,,
4,18,High,MHASE,0,0,,,
4,18,High,MHASE,0,0,,,
4,18,High,MHASE,0,0,,,
4,18,High,MHASE,0,0,,,
4,18,High,MHASE,0,0,,,
4,18,High,MHASE,0,0,,,
4,18,High,MHASE,0,0,,,
4,18,High,MHASE,0,0,,,
4,18,High,MHASE,0,0,,,
4,18,High,MHASE,0,0,,,
4,18,High,MHASE,0,0,,,
4,18,High,MHASE,0,0,,,
4,18,High,MHASE,0,0,,,
4,18,High,MHASE,0,0,,,
4,18,High,MHASE,0,0,,,
4,18,High,MHASE,0,0,,,
4,18,High,MHASE,0,0,,,
4,18,High,MHASE,0,0,,,
4,18,High,MHASE,0,0,,,
4,18,High,MHASE,0,0,,,
4,18,High,MHASE,0,0,,,
4,18,High,MHASE,0,0,,,
4,18,High,MHASE,0,0,,,
4,18,High,MHASE,0,0,,,
4,18,High,MHASE,0,0,,,
4,18,High,MHASE,0,0,,,
4,18,High,MHASE,0,0,,,
4,18,High,PACL,1,1,,,
4,18,High,PACL,1,1,,,
4,18,High,PACL,1,0,,,
4,18,High,PACL,1,0,,,
4,18,High,PACL,1,0,,,
4,18,High,PACL,1,0,,,
4,18,High,PACL,1,0,,,
4,18,High,PACL,1,0,,,
4,18,High,PACL,1,0,,,
4,18,High,PACL,1,0,,,
4,18,High,PACL,0,0,,,
4,18,High,PACL,0,0,,,
4,18,High,PACL,0,0,,,
4,18,High,PACL,0,0,,,
4,18,High,PACL,0,0,,,
4,18,High,PACL,0,0,,,
4,18,High,PACL,0,0,,,
4,18,High,PACL,0,0,,,
4,18,High,PACL,0,0,,,
4,18,High,PACL,0,0,,,
4,18,High,PACL,0,0,,,
4,18,High,PACL,0,0,,,
4,18,High,PACL,0,0,,,
4,18,High,PACL,0,0,,,
4,18,High,PACL,0,0,,,
4,18,High,PACL,0,0,,,
4,18,High,PACL,0,0,,,
4,18,High,PACL,0,0,,,
4,18,High,PACL,0,0,,,
4,18,High,PACL,0,0,,,
6,20,High,FHASE,1,0,,,
6,20,High,FHASE,0,0,,,
6,20,High,FHASE,0,0,,,
6,20,High,FHASE,0,0,,,
6,20,High,FHASE,0,0,,,
6,20,High,FHASE,0,0,,,
6,20,High,FHASE,0,0,,,
6,20,High,FHASE,0,0,,,
6,20,High,FHASE,0,0,,,
6,20,High,FHASE,0,0,,,
6,20,High,FSEPU,0,0,,,
6,20,High,FSEPU,0,0,,,
6,20,High,FSEPU,0,0,,,
6,20,High,FSEPU,0,0,,,
6,20,High,FSEPU,0,0,,,
6,20,High,FSEPU,0,0,,,
6,20,High,FSEPU,0,0,,,
6,20,High,FSEPU,0,0,,,
6,20,High,FSEPU,0,0,,,
6,20,High,FSEPU,0,0,,,
6,20,High,MHASE,1,1,,,
6,20,High,MHASE,0,0,,,
6,20,High,MHASE,0,0,,,
6,20,High,MHASE,0,0,,,
6,20,High,MHASE,0,0,,,
6,20,High,MHASE,0,0,,,high = 0.04
6,20,High,MHASE,0,0,,,med = 
6,20,High,MHASE,0,0,,,
6,20,High,MHASE,0,0,,,
6,20,High,MHASE,0,0,,,
6,20,High,PACL,1,1,,,
6,20,High,PACL,1,1,,,
6,20,High,PACL,1,1,,,
6,20,High,PACL,0,0,,,
6,20,High,PACL,0,0,,,
6,20,High,PACL,0,0,,,
6,20,High,PACL,0,0,,,
6,20,High,PACL,0,0,,,
6,20,High,PACL,0,0,,,
6,20,High,PACL,0,0,,,
